solution   1,  584,                    9.851,                    4.739,
solution 590,  595,                    2.647,                    9.484,
solution 591,  594,                    4.015,                    8.118,
solution 592,  592,                    8.920,                    5.220,
solution 593,  595,                    3.154,                    8.981,
solution 594,  596,                    3.141,                    8.990,
solution 595,  596,                    2.497,                    9.633,
solution 596,  595,                    3.106,                    9.026,
solution 597,  593,                    3.253,                    8.880,
solution 598,  594,                    2.775,                    9.358,
solution 599,  594,                    2.666,                    9.464,
solution 600,  592,                    2.761,                    9.372,
solution 601,  595,                    2.900,                    9.233,
solution 602,  595,                    2.968,                    9.162,
solution 603,  586,                   14.387,                    2.343,
solution 604,  586,                   13.942,                    2.805,
solution 605,  586,                   15.013,                    1.972,
solution 606,  586,                   14.349,                    2.415,
solution 607,  590,                   14.330,                    2.421,
solution 608,  585,                   14.215,                    2.495,
solution 609,  584,                   14.696,                    2.091,
solution 610,  587,                   14.688,                    2.128,
solution 611,  586,                   14.833,                    2.043,
solution 612,  585,                   14.862,                    2.039,
solution 613,  587,                   14.686,                    2.129,
solution 614,  587,                   14.446,                    2.252,
solution 615,  584,                   14.370,                    2.391,
solution 616,  588,                   13.968,                    2.745,
solution 617,  588,                   14.752,                    2.064,
solution 618,  588,                   14.678,                    2.137,
solution 619,  586,                   14.372,                    2.346,
solution 620,  587,                   14.745,                    2.067,
solution 621,  584,                   14.138,                    2.609,
solution 622,  585,                   14.685,                    2.130,
solution 623,  585,                   14.867,                    2.039,
solution 624,  585,                   13.886,                    2.823,
solution 625,  587,                   14.738,                    2.087,
solution 626,  588,                   14.731,                    2.088,
solution 627,  588,                   14.683,                    2.134,
solution 628,  589,                   14.005,                    2.684,
solution 629,  584,                   14.356,                    2.407,
solution 630,  584,                   14.325,                    2.429,
solution 631,  586,                   14.281,                    2.436,
solution 632,  588,                   14.595,                    2.137,
solution 633,  588,                   14.774,                    2.044,
solution 634,  585,                   14.871,                    2.032,
solution 635,  588,                   14.229,                    2.473,
solution 636,  588,                   13.953,                    2.794,
solution 637,  588,                   14.037,                    2.634,
solution 638,  584,                   14.300,                    2.431,
solution 639,  586,                   14.153,                    2.564,
solution 640,  584,                   14.594,                    2.220,
solution 641,  587,                   14.924,                    1.975,
solution 642,  585,                   14.907,                    2.000,
solution 643,  586,                   14.883,                    2.018,
solution 644,  588,                   14.770,                    2.051,
solution 645,  588,                   14.882,                    2.021,
solution 646,  586,                   14.277,                    2.460,
solution 647,  587,                   14.168,                    2.545,
solution 648,  588,                   14.690,                    2.124,
solution 649,  590,                   14.543,                    2.221,
solution 650,  587,                   10.803,                    4.516,
solution 651,  592,                   12.905,                    2.830,
solution 652,  589,                   12.372,                    3.203,
solution 653,  594,                   11.103,                    4.242,
solution 654,  591,                   11.594,                    3.827,
solution 655,  593,                   11.154,                    4.178,
solution 656,  591,                   12.181,                    3.370,
solution 657,  595,                   11.150,                    4.219,
solution 658,  595,                   11.609,                    3.787,
solution 659,  593,                   10.967,                    4.300,
solution 660,  592,                   12.764,                    2.886,
solution 661,  592,                   11.504,                    3.917,
solution 662,  592,                   10.819,                    4.463,
solution 663,  593,                   12.584,                    3.065,
solution 664,  589,                   12.660,                    2.984,
solution 665,  593,                   11.375,                    4.071,
solution 666,  596,                   12.213,                    3.331,
solution 667,  595,                   10.875,                    4.462,
solution 668,  588,                   12.171,                    3.381,
solution 669,  595,                   10.948,                    4.359,
solution 670,  591,                   11.975,                    3.563,
solution 671,  587,                   11.397,                    4.021,
solution 672,  593,                   11.627,                    3.761,
solution 673,  594,                   12.324,                    3.232,
solution 674,  590,                   12.667,                    2.983,
solution 675,  590,                   12.470,                    3.168,
solution 676,  592,                   11.955,                    3.576,
solution 677,  592,                   12.575,                    3.072,
solution 678,  594,                   10.954,                    4.302,
solution 679,  592,                   11.110,                    4.236,
solution 680,  602,                    3.517,                    8.619,
solution 681,  590,                   11.481,                    3.969,
solution 682,  591,                   12.695,                    2.950,
solution 683,  592,                   12.612,                    3.030,
solution 684,  589,                   12.681,                    2.968,
solution 685,  592,                   11.246,                    4.105,
solution 686,  592,                   12.483,                    3.137,
solution 687,  591,                   12.818,                    2.837,
solution 688,  591,                   12.112,                    3.465,
solution 689,  593,                   12.533,                    3.117,
solution 690,  585,                   12.598,                    3.062,
solution 691,  594,                   11.306,                    4.077,
solution 692,  591,                   11.695,                    3.727,
solution 693,  587,                   12.544,                    3.095,
solution 694,  594,                   12.554,                    3.087,
solution 695,  591,                   11.765,                    3.676,
solution 696,  592,                   12.257,                    3.312,
solution 697,  598,                    3.834,                    8.306,
solution 698,  592,                   10.924,                    4.455,
solution 699,  594,                   12.007,                    3.555,
solution 700,  589,                   11.525,                    3.895,
solution 701,  595,                   11.077,                    4.260,
solution 702,  588,                   12.611,                    3.034,
solution 703,  589,                   11.810,                    3.647,
solution 704,  589,                   12.637,                    2.994,
solution 705,  595,                   11.451,                    3.989,
solution 706,  589,                   12.285,                    3.238,
solution 707,  593,                   12.041,                    3.487,
solution 708,  599,                    2.785,                    9.350,
solution 709,  590,                   12.739,                    2.923,
solution 710,  597,                    2.690,                    9.443,
solution 711,  599,                    2.706,                    9.427,
solution 712,  593,                   12.558,                    3.080,
solution 713,  593,                   11.418,                    4.019,
solution 714,  592,                   11.561,                    3.876,
solution 715,  593,                   10.944,                    4.418,
solution 716,  588,                   10.983,                    4.288,
solution 717,  590,                   10.754,                    4.525,
solution 718,  594,                   11.487,                    3.964,
solution 719,  590,                   12.016,                    3.534,
solution 720,  589,                   12.115,                    3.407,
solution 721,  590,                   11.852,                    3.587,
solution 722,  592,                    7.972,                    5.430,
solution 723,  599,                    3.481,                    8.655,
solution 724,  590,                   12.064,                    3.475,
solution 725,  590,                   12.528,                    3.127,
solution 726,  599,                    2.823,                    9.310,
solution 727,  588,                   10.935,                    4.436,
solution 728,  593,                   12.459,                    3.186,
solution 729,  599,                    4.309,                    7.828,
solution 730,  588,                   11.772,                    3.672,
solution 731,  597,                    3.420,                    8.717,
solution 732,  589,                   11.197,                    4.118,
solution 733,  592,                   10.917,                    4.459,
solution 734,  594,                   12.149,                    3.395,
solution 735,  590,                   11.741,                    3.711,
solution 736,  589,                   11.293,                    4.103,
solution 737,  597,                    5.577,                    6.595,
solution 738,  597,                    5.581,                    6.593,
solution 739,  598,                    5.692,                    6.479,
solution 740,  593,                    5.983,                    6.351,
solution 741,  598,                    6.391,                    5.876,
solution 742,  598,                    4.482,                    7.661,
solution 743,  596,                    5.777,                    6.397,
solution 744,  597,                    3.700,                    8.442,
solution 745,  596,                    5.653,                    6.494,
solution 746,  599,                    3.703,                    8.436,
solution 747,  597,                    3.233,                    8.906,
solution 748,  596,                    4.765,                    7.380,
solution 749,  597,                    3.013,                    9.125,
solution 750,  595,                    4.036,                    8.108,
solution 751,  601,                    4.467,                    7.678,
solution 752,  597,                    4.717,                    7.437,
solution 753,  597,                    4.987,                    7.174,
solution 754,  601,                    3.499,                    8.642,
solution 755,  599,                    5.591,                    6.551,
solution 756,  595,                    3.732,                    8.410,
solution 757,  597,                    3.086,                    9.052,
solution 758,  594,                    3.643,                    8.500,
solution 759,  596,                    5.061,                    7.083,
solution 760,  594,                    5.181,                    6.979,
solution 761,  597,                    5.038,                    7.112,
solution 762,  597,                    2.879,                    9.259,
solution 763,  597,                    4.433,                    7.708,
solution 764,  600,                    3.617,                    8.521,
solution 765,  599,                    4.531,                    7.609,
solution 766,  601,                    5.737,                    6.404,
solution 767,  598,                    3.122,                    9.017,
solution 768,  597,                    4.156,                    7.983,
solution 769,  599,                    4.772,                    7.367,
solution 770,  596,                    5.555,                    6.599,
solution 771,  595,                    4.081,                    8.063,
solution 772,  599,                    4.107,                    8.032,
solution 773,  597,                    3.534,                    8.604,
solution 774,  601,                    4.069,                    8.069,
solution 775,  599,                    3.149,                    8.988,
solution 776,  599,                    4.534,                    7.604,
solution 777,  598,                    4.562,                    7.575,
solution 778,  601,                    3.575,                    8.562,
solution 779,  600,                    5.635,                    6.505,
solution 780,  597,                    5.968,                    6.355,
solution 781,  599,                    3.055,                    9.083,
solution 782,  600,                    4.412,                    7.727,
solution 783,  602,                    3.866,                    8.271,
solution 784,  597,                    4.544,                    7.600,
solution 785,  598,                    4.898,                    7.242,
solution 786,  600,                    4.804,                    7.335,
solution 787,  600,                    4.490,                    7.656,
solution 788,  600,                    3.776,                    8.362,
solution 789,  598,                    3.792,                    8.348,
solution 790,  601,                    3.590,                    8.548,
solution 791,  601,                    3.688,                    8.450,
solution 792,  599,                    3.124,                    9.014,
solution 793,  600,                    3.544,                    8.595,
solution 794,  599,                    4.220,                    7.917,
solution 795,  598,                    3.651,                    8.486,
solution 796,  598,                    3.073,                    9.065,
solution 797,  600,                    3.194,                    8.943,
solution 798,  597,                    4.397,                    7.741,
solution 799,  599,                    4.136,                    8.002,
solution 800,  600,                    4.942,                    7.195,
solution 801,  601,                    3.886,                    8.251,
solution 802,  601,                    4.164,                    7.975,
solution 803,  600,                    4.328,                    7.811,
solution 804,  598,                    4.356,                    7.782,
solution 805,  601,                    4.208,                    7.930,
solution 806,  599,                    3.060,                    9.078,
solution 807,  594,                    4.055,                    8.085,
solution 808,  597,                    3.689,                    8.449,
solution 809,  600,                    3.286,                    8.851,
solution 810,  600,                    3.501,                    8.636,
solution 811,  598,                    3.815,                    8.322,
solution 812,  600,                    3.637,                    8.502,
solution 813,  598,                    4.114,                    8.028,
solution 814,  600,                    3.686,                    8.453,
solution 815,  600,                    3.127,                    9.010,
solution 816,  600,                    3.263,                    8.874,
solution 817,  598,                    3.159,                    8.978,
solution 818,  600,                    2.924,                    9.213,
solution 819,  599,                    4.324,                    7.814,
solution 820,  600,                    3.411,                    8.727,
solution 821,  600,                    3.666,                    8.471,
solution 822,  599,                    3.865,                    8.272,
solution 823,  599,                    3.892,                    8.246,
solution 824,  599,                    3.977,                    8.161,
solution 825,  600,                    3.724,                    8.413,
solution 826,  600,                    4.179,                    7.958,
solution 827,  601,                    3.228,                    8.909,
solution 828,  599,                    4.615,                    7.523,
solution 829,  597,                    3.329,                    8.808,
solution 830,  598,                    2.790,                    9.348,
solution 831,  599,                    3.090,                    9.047,
solution 832,  600,                    3.816,                    8.321,
solution 833,  599,                    2.791,                    9.347,
solution 834,  600,                    4.629,                    7.508,
solution 835,  600,                    4.408,                    7.731,
solution 836,  600,                    3.422,                    8.716,
solution 837,  600,                    2.984,                    9.153,
solution 838,  600,                    4.049,                    8.088,
solution 839,  599,                    3.195,                    8.942,
solution 840,  598,                    3.347,                    8.791,
solution 841,  599,                    3.891,                    8.246,
solution 842,  598,                    3.439,                    8.698,
solution 843,  598,                    2.754,                    9.383,
solution 844,  595,                    4.504,                    7.638,
solution 845,  599,                    3.812,                    8.326,
solution 846,  598,                    3.304,                    8.833,
solution 847,  599,                    3.712,                    8.425,
solution 848,  602,                    3.831,                    8.306,
solution 849,  596,                    7.332,                    5.568,
solution 850,  599,                    3.262,                    8.876,
solution 851,  598,                    4.188,                    7.950,
solution 852,  600,                    3.523,                    8.614,
solution 853,  599,                    2.753,                    9.384,
solution 854,  597,                    6.514,                    5.756,
solution 855,  600,                    4.139,                    7.998,
solution 856,  599,                    4.026,                    8.111,
solution 857,  601,                    3.660,                    8.477,
solution 858,  599,                    3.615,                    8.522,
solution 859,  599,                    4.475,                    7.662,
solution 860,  598,                    3.125,                    9.013,
solution 861,  600,                    4.274,                    7.865,
solution 862,  599,                    4.963,                    7.174,
solution 863,  600,                    5.503,                    6.646,
solution 864,  597,                    3.835,                    8.305,
solution 865,  598,                    3.954,                    8.183,
solution 866,  596,                    5.984,                    6.307,
solution 867,  597,                    4.645,                    7.493,
solution 868,  600,                    4.060,                    8.079,
solution 869,  600,                    3.740,                    8.398,
solution 870,  602,                    3.279,                    8.858,
solution 871,  597,                    4.213,                    7.926,
solution 872,  599,                    5.280,                    6.887,
solution 873,  598,                    4.092,                    8.047,
solution 874,  602,                    4.331,                    7.806,
solution 875,  600,                    3.607,                    8.530,
solution 876,  598,                    2.740,                    9.397,
solution 877,  598,                    6.439,                    5.815,
solution 878,  598,                    3.412,                    8.726,
solution 879,  602,                    4.233,                    7.904,
solution 880,  600,                    3.663,                    8.474,
solution 881,  598,                    3.425,                    8.713,
solution 882,  600,                    4.258,                    7.879,
solution 883,  600,                    3.674,                    8.463,
solution 884,  599,                    5.867,                    6.373,
solution 885,  600,                    3.753,                    8.385,
solution 886,  600,                    3.737,                    8.401,
solution 887,  600,                    3.711,                    8.426,
solution 888,  599,                    2.982,                    9.156,
solution 889,  600,                    4.429,                    7.708,
solution 890,  599,                    3.408,                    8.729,
solution 891,  599,                    4.840,                    7.309,
solution 892,  599,                    3.963,                    8.175,
solution 893,  599,                    2.738,                    9.399,
solution 894,  600,                    4.736,                    7.403,
solution 895,  600,                    4.603,                    7.534,
solution 896,  600,                    4.028,                    8.109,
solution 897,  598,                    3.452,                    8.686,
solution 898,  601,                    3.693,                    8.445,
solution 899,  599,                    3.148,                    8.990,
solution 900,  599,                    3.609,                    8.528,
solution 901,  599,                    3.560,                    8.577,
solution 902,  602,                    4.199,                    7.938,
solution 903,  599,                    3.786,                    8.351,
solution 904,  597,                    4.289,                    7.859,
solution 905,  599,                    3.738,                    8.399,
solution 906,  600,                    5.408,                    6.730,
solution 907,  598,                    3.494,                    8.643,
solution 908,  600,                    3.234,                    8.903,
solution 909,  599,                    3.196,                    8.942,
solution 910,  600,                    3.112,                    9.025,
solution 911,  599,                    3.356,                    8.781,
solution 912,  597,                    3.326,                    8.812,
solution 913,  599,                    3.305,                    8.832,
solution 914,  601,                    4.272,                    7.865,
solution 915,  599,                    3.820,                    8.317,
solution 916,  601,                    3.447,                    8.690,
solution 917,  598,                    3.296,                    8.842,
solution 918,  598,                    5.130,                    7.019,
solution 919,  599,                    3.801,                    8.336,
solution 920,  600,                    4.187,                    7.950,
solution 921,  597,                    3.690,                    8.447,
solution 922,  600,                    2.772,                    9.365,
solution 923,  602,                    3.911,                    8.227,
solution 924,  601,                    3.584,                    8.553,
solution 925,  598,                    3.898,                    8.240,
solution 926,  600,                    3.645,                    8.493,
solution 927,  599,                    2.876,                    9.261,
solution 928,  600,                    4.110,                    8.028,
solution 929,  599,                    4.650,                    7.487,
solution 930,  600,                    3.611,                    8.526,
solution 931,  598,                    3.134,                    9.003,
solution 932,  601,                    3.942,                    8.196,
solution 933,  599,                    4.749,                    7.388,
solution 934,  599,                    4.568,                    7.571,
solution 935,  600,                    4.388,                    7.750,
solution 936,  598,                    3.565,                    8.572,
solution 937,  599,                    4.577,                    7.561,
solution 938,  599,                    2.922,                    9.215,
solution 939,  596,                    5.211,                    6.956,
solution 940,  598,                    3.961,                    8.176,
solution 941,  601,                    3.669,                    8.468,
solution 942,  600,                    4.596,                    7.554,
solution 943,  598,                    5.787,                    6.375,
solution 944,  599,                    4.521,                    7.617,
solution 945,  598,                    4.528,                    7.610,
solution 946,  599,                    3.713,                    8.425,
solution 947,  598,                    3.532,                    8.605,
solution 948,  599,                    3.520,                    8.617,
solution 949,  599,                    3.701,                    8.436,
solution 950,  599,                    4.169,                    7.968,
solution 951,  600,                    3.300,                    8.838,
solution 952,  599,                    4.037,                    8.100,
solution 953,  602,                    3.572,                    8.565,
solution 954,  598,                    3.450,                    8.688,
solution 955,  598,                    2.773,                    9.364,
solution 956,  600,                    3.163,                    8.974,
solution 957,  599,                    4.422,                    7.715,
solution 958,  600,                    3.635,                    8.502,
solution 959,  599,                    3.095,                    9.042,
solution 960,  598,                    3.285,                    8.852,
solution 961,  600,                    3.936,                    8.201,
solution 962,  600,                    5.217,                    6.933,
solution 963,  598,                    5.035,                    7.129,
solution 964,  599,                    3.847,                    8.291,
solution 965,  601,                    4.924,                    7.213,
solution 966,  601,                    4.665,                    7.484,
solution 967,  602,                    4.554,                    7.583,
solution 968,  598,                    3.432,                    8.705,
solution 969,  600,                    3.261,                    8.876,
solution 970,  599,                    3.451,                    8.686,
solution 971,  597,                    2.914,                    9.223,
solution 972,  600,                    3.873,                    8.264,
solution 973,  598,                    3.489,                    8.648,
solution 974,  599,                    3.120,                    9.018,
solution 975,  598,                    3.774,                    8.364,
solution 976,  600,                    2.923,                    9.214,
solution 977,  600,                    3.129,                    9.008,
solution 978,  600,                    3.137,                    9.001,
solution 979,  598,                    5.520,                    6.629,
solution 980,  600,                    4.045,                    8.092,
solution 981,  597,                    5.301,                    6.874,
solution 982,  600,                    3.858,                    8.279,
solution 983,  598,                    5.085,                    7.063,
solution 984,  600,                    3.633,                    8.505,
solution 985,  601,                    2.752,                    9.385,
solution 986,  601,                    4.301,                    7.837,
solution 987,  599,                    4.373,                    7.765,
solution 988,  596,                    4.135,                    8.002,
solution 989,  600,                    3.569,                    8.568,
solution 990,  602,                    3.276,                    8.861,
solution 991,  600,                    6.156,                    6.004,
solution 992,  601,                    3.975,                    8.162,
solution 993,  598,                    3.289,                    8.848,
solution 994,  600,                    4.932,                    7.205,
solution 995,  598,                    3.925,                    8.212,
solution 996,  599,                    3.691,                    8.446,
solution 997,  598,                    3.423,                    8.714,
solution 998,  599,                    4.131,                    8.006,
solution 999,  598,                    3.941,                    8.196,
solution1000,  599,                    4.788,                    7.364,
solution1001,  598,                    3.999,                    8.150,
solution1002,  598,                    3.094,                    9.043,
solution1003,  600,                    3.920,                    8.217,
solution1004,  601,                    3.298,                    8.839,
solution1005,  598,                    4.468,                    7.669,
solution1006,  599,                    3.418,                    8.719,
solution1007,  599,                    4.699,                    7.438,
solution1008,  600,                    3.054,                    9.083,
solution1009,  601,                    4.109,                    8.028,
solution1010,  600,                    4.427,                    7.710,
solution1011,  598,                    3.545,                    8.593,
solution1012,  600,                    3.131,                    9.006,
solution1013,  599,                    4.236,                    7.901,
solution1014,  599,                    4.299,                    7.838,
solution1015,  602,                    3.330,                    8.807,
solution1016,  601,                    6.357,                    5.895,
solution1017,  602,                    4.741,                    7.396,
solution1018,  599,                    3.297,                    8.840,
solution1019,  602,                    3.840,                    8.298,
solution1020,  599,                    3.799,                    8.338,
solution1021,  599,                    3.614,                    8.524,
solution1022,  601,                    4.248,                    7.890,
solution1023,  600,                    3.303,                    8.835,
solution1024,  601,                    3.044,                    9.093,
solution1025,  599,                    4.275,                    7.862,
solution1026,  600,                    3.150,                    8.987,
solution1027,  600,                    5.312,                    6.852,
solution1028,  599,                    3.085,                    9.052,
solution1029,  600,                    3.344,                    8.793,
solution1030,  601,                    3.558,                    8.579,
solution1031,  601,                    3.997,                    8.152,
solution1032,  599,                    3.281,                    8.856,
solution1033,  602,                    3.826,                    8.311,
solution1034,  600,                    4.323,                    7.828,
solution1035,  600,                    4.648,                    7.490,
solution1036,  598,                    3.706,                    8.431,
solution1037,  600,                    3.846,                    8.291,
solution1038,  601,                    3.302,                    8.835,
solution1039,  601,                    3.521,                    8.616,
solution1040,  602,                    3.802,                    8.336,
solution1041,  601,                    3.576,                    8.561,
solution1042,  601,                    4.384,                    7.753,
solution1043,  602,                    3.343,                    8.794,
solution1044,  599,                    3.350,                    8.788,
solution1045,  600,                    3.161,                    8.976,
solution1046,  600,                    3.943,                    8.195,
solution1047,  600,                    4.153,                    7.984,
solution1048,  601,                    4.668,                    7.469,
solution1049,  601,                    3.775,                    8.362,
solution1050,  602,                    3.000,                    9.137,
solution1051,  602,                    4.387,                    7.750,
solution1052,  599,                    3.950,                    8.187,
solution1053,  600,                    4.474,                    7.664,
solution1054,  602,                    4.146,                    7.991,
solution1055,  601,                    3.567,                    8.570,
solution1056,  598,                    4.090,                    8.060,
solution1057,  601,                    3.495,                    8.643,
solution1058,  599,                    3.437,                    8.700,
solution1059,  600,                    4.365,                    7.772,
solution1060,  601,                    4.938,                    7.200,
solution1061,  599,                    5.258,                    6.905,
solution1062,  600,                    3.670,                    8.468,
solution1063,  601,                    4.215,                    7.922,
solution1064,  600,                    3.504,                    8.633,
solution1065,  602,                    3.659,                    8.478,
solution1066,  600,                    3.884,                    8.253,
solution1067,  600,                    3.227,                    8.910,
solution1068,  600,                    4.884,                    7.254,
solution1069,  599,                    6.024,                    6.290,
solution1070,  600,                    3.136,                    9.001,
solution1071,  600,                    3.093,                    9.044,
solution1072,  600,                    6.040,                    6.204,
solution1073,  601,                    3.985,                    8.152,
solution1074,  602,                    4.291,                    7.846,
solution1075,  600,                    4.445,                    7.693,
solution1076,  601,                    3.964,                    8.173,
solution1077,  598,                    3.597,                    8.540,
solution1078,  600,                    4.142,                    7.995,
solution1079,  601,                    3.655,                    8.482,
solution1080,  598,                    6.765,                    5.726,
solution1081,  601,                    3.284,                    8.853,
solution1082,  601,                    4.409,                    7.729,
solution1083,  602,                    3.493,                    8.645,
solution1084,  601,                    3.288,                    8.850,
solution1085,  601,                    3.307,                    8.831,
solution1086,  601,                    3.486,                    8.652,
solution1087,  600,                    3.586,                    8.551,
solution1088,  599,                    5.125,                    7.038,
solution1089,  602,                    4.000,                    8.137,
solution1090,  602,                    3.536,                    8.601,
solution1091,  600,                    3.082,                    9.056,
solution1092,  601,                    4.393,                    7.744,
solution1093,  601,                    3.662,                    8.475,
solution1094,  601,                    4.003,                    8.134,
solution1095,  601,                    3.872,                    8.265,
solution1096,  602,                    3.704,                    8.434,
solution1097,  601,                    3.275,                    8.862,
solution1098,  600,                    3.354,                    8.784,
solution1099,  600,                    3.907,                    8.231,
solution1100,  599,                    3.119,                    9.019,
solution1101,  601,                    3.773,                    8.364,
solution1102,  601,                    3.456,                    8.681,
solution1103,  600,                    3.923,                    8.215,
solution1104,  600,                    4.950,                    7.187,
solution1105,  600,                    6.350,                    5.906,
solution1106,  600,                    4.355,                    7.782,
solution1107,  601,                    4.330,                    7.808,
solution1108,  599,                    3.784,                    8.353,
solution1109,  600,                    6.071,                    6.089,
solution1110,  601,                    3.934,                    8.203,
solution1111,  600,                    6.035,                    6.217,
solution1112,  601,                    3.744,                    8.394,
solution1113,  598,                    3.980,                    8.157,
solution1114,  600,                    4.613,                    7.524,
solution1115,  600,                    4.176,                    7.962,
solution1116,  602,                    3.308,                    8.830,
solution1117,  600,                    3.857,                    8.280,
solution1118,  599,                    3.727,                    8.410,
solution1119,  599,                    5.024,                    7.133,
solution1120,  600,                    2.774,                    9.363,
solution1121,  601,                    3.721,                    8.416,
solution1122,  601,                    4.954,                    7.183,
solution1123,  600,                    3.692,                    8.446,
solution1124,  602,                    4.336,                    7.801,
solution1125,  600,                    5.392,                    6.745,
solution1126,  601,                    4.047,                    8.090,
solution1127,  601,                    4.251,                    7.887,
solution1128,  601,                    2.787,                    9.350,
solution1129,  601,                    4.377,                    7.760,
solution1130,  600,                    3.644,                    8.493,
solution1131,  601,                    3.514,                    8.623,
solution1132,  600,                    3.132,                    9.006,
solution1133,  600,                    4.061,                    8.077,
solution1134,  599,                    5.191,                    6.958,
solution1135,  600,                    3.045,                    9.092,
solution1136,  601,                    3.488,                    8.650,
solution1137,  601,                    3.342,                    8.795,
solution1138,  599,                    2.915,                    9.222,
solution1139,  601,                    3.429,                    8.708,
solution1140,  600,                    3.294,                    8.843,
solution1141,  600,                    3.856,                    8.281,
solution1142,  600,                    3.123,                    9.014,
solution1143,  600,                    4.129,                    8.008,
solution1144,  602,                    2.981,                    9.156,
solution1145,  601,                    3.113,                    9.025,
solution1146,  598,                    3.871,                    8.266,
solution1147,  600,                    5.149,                    6.988,
solution1148,  600,                    2.967,                    9.170,
solution1149,  599,                    3.081,                    9.056,
solution1150,  598,                    4.834,                    7.316,
solution1151,  596,                    7.410,                    5.493,
solution1152,  600,                    2.789,                    9.348,
solution1153,  600,                    3.677,                    8.460,
solution1154,  600,                    4.303,                    7.835,
solution1155,  600,                    3.430,                    8.708,
solution1156,  600,                    5.010,                    7.154,
solution1157,  601,                    3.955,                    8.182,
solution1158,  601,                    3.715,                    8.422,
solution1159,  601,                    4.581,                    7.556,
solution1160,  600,                    4.239,                    7.898,
solution1161,  601,                    2.755,                    9.383,
solution1162,  602,                    4.367,                    7.770,
solution1163,  600,                    5.343,                    6.794,
solution1164,  601,                    5.315,                    6.822,
solution1165,  599,                    3.705,                    8.432,
solution1166,  600,                    3.056,                    9.081,
solution1167,  602,                    4.628,                    7.509,
solution1168,  600,                    4.217,                    7.921,
solution1169,  599,                    4.597,                    7.553,
solution1170,  601,                    5.089,                    7.048,
solution1171,  600,                    5.462,                    6.705,
solution1172,  601,                    3.340,                    8.797,
solution1173,  599,                    4.883,                    7.278,
solution1174,  601,                    3.608,                    8.529,
solution1175,  599,                    4.466,                    7.683,
solution1176,  600,                    3.581,                    8.556,
solution1177,  600,                    3.292,                    8.846,
solution1178,  599,                    2.893,                    9.244,
